sensor_id,timestamp,lectura,unidad,estado,ubicacion
VALV-LUJAN-001,11:42:16,64.05,Celsius,ADVERTENCIA,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:17,64.96,Celsius,ADVERTENCIA,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:18,65.29,Celsius,ADVERTENCIA,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:19,64.65,Celsius,ADVERTENCIA,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:20,65.11,Celsius,ADVERTENCIA,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:21,65.77,Celsius,ADVERTENCIA,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:22,66.14,Celsius,ADVERTENCIA,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:23,66.01,Celsius,ADVERTENCIA,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:24,66.36,Celsius,ADVERTENCIA,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:25,67.04,Celsius,ADVERTENCIA,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:26,66.44,Celsius,ADVERTENCIA,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:27,67.66,Celsius,ADVERTENCIA,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:28,67.79,Celsius,ADVERTENCIA,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:29,67.76,Celsius,ADVERTENCIA,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:30,67.83,Celsius,ADVERTENCIA,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:31,67.96,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:32,68.2,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:33,68.82,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:34,68.84,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:35,68.91,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:36,70.1,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:37,70.08,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:38,70.67,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:39,70.63,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:40,70.76,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:41,70.58,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:42,71.11,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:43,70.95,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:44,71.94,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:45,72.37,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:46,71.7,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:47,72.31,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:48,72.78,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:49,72.77,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:50,73.12,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:51,73.02,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:52,73.34,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:53,73.23,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:55,74.11,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:56,74.34,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:57,74.09,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:58,74.62,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:42:59,75.07,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:00,75.04,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:01,75.23,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:02,76.24,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:03,76.31,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:04,76.16,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:05,76.17,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:06,75.97,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:07,77.12,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:08,77.13,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:09,77.99,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:10,77.81,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:11,77.78,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:12,78.21,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:13,78.24,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:14,79.2,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:15,78.78,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:16,79.03,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:17,79.48,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:18,79.92,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:19,80.47,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:20,80.43,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:21,81.01,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:22,80.53,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:23,81.25,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:24,81.11,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:25,82.01,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:26,82.33,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:27,81.83,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:28,82.57,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:29,83.29,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:30,82.41,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:31,82.53,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:32,83.55,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:33,83.95,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:34,83.59,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:35,83.13,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:36,83.48,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:37,84.55,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:38,84.62,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:39,85.32,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:40,84.99,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:41,85.73,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:42,85.78,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:43,85.56,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:44,86.41,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:45,86.91,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:46,86.33,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:47,87.21,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:48,88.11,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:49,86.64,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:50,87.99,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:51,87.66,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:52,87.77,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:53,88.33,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:54,88.4,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:55,89.71,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:56,88.85,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:57,89.49,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:58,89.54,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:43:59,89.48,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:00,90.34,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:01,90.67,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:02,90.93,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:03,90.52,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:04,90.99,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:05,90.99,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:06,91.43,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:07,92.02,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:08,92.6,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:09,92.46,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:10,93.41,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:11,92.25,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:12,93.56,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:13,93.92,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:14,93.45,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:15,93.84,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:16,94.63,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:17,94.51,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:18,94.95,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:19,94.75,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:20,95.65,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:21,94.97,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:22,96.25,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:23,96.03,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:25,95.88,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:26,96.67,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:27,97.1,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:28,96.53,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:29,97.8,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:30,98.05,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:31,97.26,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:32,97.41,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:33,98.75,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:34,98.76,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:35,98.27,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:36,99.45,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:37,98.96,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:38,99.83,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:39,99.93,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:40,100.81,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:41,100.23,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:42,100.11,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:43,100.67,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:44,100.81,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:45,101.14,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:46,101.06,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:47,102.54,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:48,102.69,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:49,102.66,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:50,102.64,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:51,102.73,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:52,102.81,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:53,102.99,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:54,104.41,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:55,103.85,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:56,103.99,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:57,104.3,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:58,104.44,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:44:59,104.65,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:00,105.23,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:01,105.23,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:02,106.08,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:03,105.93,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:04,105.39,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:05,106.96,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:06,106.05,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:07,106.96,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:08,107.02,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:09,107.1,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:10,107.26,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:11,107.91,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:12,107.36,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:13,108.3,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:14,107.47,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:15,108.96,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:16,109.02,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:17,109.25,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:18,109.17,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:19,109.91,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:20,110.37,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:21,109.5,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:22,110.88,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:23,111.0,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:24,110.8,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:25,110.65,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:26,112.03,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:27,111.72,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:28,112.03,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:29,112.65,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:30,112.32,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:31,113.48,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:32,112.28,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:33,113.81,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:34,113.75,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:35,114.34,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:36,113.74,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:37,113.95,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:38,114.94,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:39,114.0,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:40,115.03,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:41,114.69,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:42,115.43,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:43,116.48,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:45,116.06,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:46,116.57,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:47,116.55,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:48,116.2,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:49,117.31,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:50,115.88,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:51,117.61,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:52,118.1,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:53,118.43,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:54,118.1,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:55,118.98,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:56,118.11,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:57,118.99,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:58,118.77,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:45:59,119.63,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:46:00,120.7,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:46:01,120.76,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:46:02,120.26,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:46:03,120.86,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:46:04,120.79,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:46:05,120.87,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:46:06,121.5,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:46:07,121.86,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
VALV-LUJAN-001,11:46:08,121.3,Celsius,CRÍTICO,"Lujan de Cuyo, Mendoza"
